county,year,totalfilings
Osage County KS  ,2005,172
Osborne County KS  ,2005,28
Ottawa County KS  ,2005,51
Pawnee County KS  ,2005,49
Phillips County KS  ,2005,20
Pottawatomie County KS  ,2005,106
Pratt County KS  ,2005,67
Rawlins County KS  ,2005,11
Reno County KS,2005,645
Republic County KS  ,2005,25
Rice County KS  ,2005,69
Riley County KS  ,2005,197
Rooks County KS  ,2005,30
Rush County KS  ,2005,24
Russell County KS  ,2005,55
Saline County KS,2005,456
Scott County KS  ,2005,27
Sedgwick County KS,2005,4863
Seward County KS  ,2005,143
Shawnee County KS,2005,2106
Sheridan County KS  ,2005,9
Sherman County KS  ,2005,38
Smith County KS  ,2005,15
Stafford County KS  ,2005,32
Stanton County KS  ,2005,11
Stevens County KS  ,2005,33
Sumner County KS  ,2005,209
Thomas County KS  ,2005,45
Trego County KS  ,2005,14
Wabaunsee County KS  ,2005,46
Wallace County KS  ,2005,6
Washington County KS  ,2005,23
Wichita County KS  ,2005,8
Wilson County KS  ,2005,76
Woodson County KS  ,2005,22
Wyandotte County KS,2005,1738
Adair County KY  ,2005,142
Allen County KY  ,2005,179
Anderson County KY  ,2005,212
Ballard County KY  ,2005,72
Barren County KY,2005,384
Bath County KY  ,2005,136
Bell County KY  ,2005,202
Boone County KY,2005,1278
Bourbon County KY  ,2005,204
Boyd County KY,2005,485
Boyle County KY  ,2005,214
Bracken County KY  ,2005,84
Breathitt County KY  ,2005,101
Breckinridge County KY  ,2005,177
Bullitt County KY,2005,682
Butler County KY  ,2005,128
Caldwell County KY  ,2005,136
Calloway County KY  ,2005,256
Campbell County KY,2005,925
Carlisle County KY  ,2005,40
Carroll County KY  ,2005,121
Carter County KY  ,2005,173
Casey County KY  ,2005,80
Christian County KY,2005,599
Clark County KY,2005,360
Clay County KY  ,2005,118
Clinton County KY  ,2005,50
Crittenden County KY  ,2005,84
Cumberland County KY  ,2005,46
Daviess County KY,2005,1019
Edmonson County KY  ,2005,90
Elliott County KY  ,2005,35
Estill County KY  ,2005,116
Fayette County KY,2005,1936
Fleming County KY  ,2005,91
Floyd County KY,2005,335
Franklin County KY,2005,507
Fulton County KY  ,2005,72
Gallatin County KY  ,2005,138
Garrard County KY  ,2005,123
Grant County KY,2005,408
Graves County KY,2005,314
Grayson County KY  ,2005,180
Green County KY  ,2005,66
Greenup County KY  ,2005,296
Hancock County KY  ,2005,96
Hardin County KY,2005,1015
Harlan County KY  ,2005,273
Harrison County KY  ,2005,212
Hart County KY  ,2005,152
Henderson County KY,2005,546
Henry County KY  ,2005,162
Hickman County KY  ,2005,36
Hopkins County KY,2005,670
Jackson County KY  ,2005,92
Jefferson County KY,2005,8328
Jessamine County KY,2005,372
Johnson County KY  ,2005,262
Kenton County KY,2005,1823
Knott County KY  ,2005,140
Knox County KY  ,2005,255
Larue County KY  ,2005,100
Laurel County KY,2005,494
Lawrence County KY  ,2005,176
Lee County KY  ,2005,49
Leslie County KY  ,2005,98
Letcher County KY  ,2005,292
Lewis County KY  ,2005,80
Lincoln County KY  ,2005,215
Livingston County KY  ,2005,91
Logan County KY  ,2005,272
Lyon County KY  ,2005,60
McCracken County KY,2005,587
McCreary County KY  ,2005,172
McLean County KY  ,2005,99
Madison County KY,2005,662
Magoffin County KY  ,2005,117
Marion County KY  ,2005,116
Marshall County KY  ,2005,267
Martin County KY  ,2005,103
Mason County KY  ,2005,144
Meade County KY  ,2005,230
Menifee County KY  ,2005,59
Mercer County KY  ,2005,182
Metcalfe County KY  ,2005,88
Monroe County KY  ,2005,87
Montgomery County KY  ,2005,258
Morgan County KY  ,2005,95
Muhlenberg County KY,2005,389
Nelson County KY,2005,369
Nicholas County KY  ,2005,66
Ohio County KY  ,2005,257
Oldham County KY,2005,334
Owen County KY  ,2005,93
Owsley County KY  ,2005,15
Pendleton County KY  ,2005,219
Perry County KY  ,2005,306
Pike County KY,2005,510
Powell County KY  ,2005,113
Pulaski County KY,2005,453
Robertson County KY  ,2005,15
Rockcastle County KY  ,2005,124
Rowan County KY  ,2005,133
Russell County KY  ,2005,105
Scott County KY,2005,377
Shelby County KY  ,2005,268
Simpson County KY  ,2005,209
Spencer County KY  ,2005,126
Taylor County KY  ,2005,194
Todd County KY  ,2005,112
Trigg County KY  ,2005,104
Trimble County KY  ,2005,101
Union County KY  ,2005,153
Warren County KY,2005,982
Washington County KY  ,2005,65
Wayne County KY  ,2005,133
Webster County KY  ,2005,161
Whitley County KY,2005,306
Wolfe County KY  ,2005,47
Woodford County KY  ,2005,160
Acadia Parish LA,2005,396
Allen Parish LA  ,2005,198
Ascension Parish LA,2005,589
Assumption Parish LA  ,2005,133
Avoyelles Parish LA  ,2005,338
Beauregard Parish LA  ,2005,245
Bienville Parish LA  ,2005,142
Bossier Parish LA,2005,1176
Caddo Parish LA,2005,3210
Calcasieu Parish LA,2005,1527
Caldwell Parish LA  ,2005,92
Cameron Parish LA  ,2005,38
Catahoula Parish LA  ,2005,68
Claiborne Parish LA  ,2005,154
Concordia Parish LA  ,2005,145
De Soto Parish LA  ,2005,279
East Baton Rouge Parish LA,2005,3205
East Carroll Parish LA  ,2005,65
East Feliciana Parish LA  ,2005,160
Evangeline Parish LA  ,2005,201
Franklin Parish LA  ,2005,231
Grant Parish LA  ,2005,182
Iberia Parish LA,2005,520
Iberville Parish LA  ,2005,241
Jackson Parish LA  ,2005,130
Jefferson Parish LA,2005,3354
Jefferson Davis Parish LA  ,2005,222
Lafayette Parish LA,2005,1277
Lafourche Parish LA,2005,532
La Salle Parish LA  ,2005,144
Lincoln Parish LA  ,2005,351
Livingston Parish LA,2005,784
Madison Parish LA  ,2005,104
Morehouse Parish LA  ,2005,439
Natchitoches Parish LA  ,2005,374
Orleans Parish LA,2005,2742
Ouachita Parish LA,2005,1949
Plaquemines Parish LA  ,2005,147
Pointe Coupee Parish LA  ,2005,147
Rapides Parish LA,2005,1298
Red River Parish LA  ,2005,91
Richland Parish LA  ,2005,300
Sabine Parish LA  ,2005,167
St. Bernard Parish LA,2005,370
St. Charles Parish LA  ,2005,304
St. Helena Parish LA  ,2005,43
St. James Parish LA  ,2005,146
St. John the Baptist Parish LA  ,2005,359
St. Landry Parish LA,2005,595
St. Martin Parish LA  ,2005,362
St. Mary Parish LA,2005,379
St. Tammany Parish LA,2005,1516
Tangipahoa Parish LA,2005,711
Tensas Parish LA  ,2005,49
Terrebonne Parish LA,2005,970
Union Parish LA  ,2005,246
Vermilion Parish LA  ,2005,271
Vernon Parish LA  ,2005,286
Washington Parish LA  ,2005,286
Webster Parish LA  ,2005,486
West Baton Rouge Parish LA  ,2005,171
West Carroll Parish LA  ,2005,106
West Feliciana Parish LA  ,2005,64
Winn Parish LA  ,2005,143
Androscoggin County ME,2005,671
Aroostook County ME,2005,540
Cumberland County ME,2005,1091
Franklin County ME  ,2005,111
Hancock County ME  ,2005,219
Kennebec County ME,2005,608
Knox County ME  ,2005,169
Lincoln County ME  ,2005,139
Oxford County ME  ,2005,258
Penobscot County ME,2005,913
Piscataquis County ME  ,2005,103
Sagadahoc County ME  ,2005,155
Somerset County ME,2005,283
Waldo County ME  ,2005,203
Washington County ME  ,2005,241
York County ME,2005,769
Allegany County MD,2005,478
Anne Arundel County MD,2005,2619
Baltimore County MD,2005,7245
Calvert County MD  ,2005,337
Caroline County MD  ,2005,179
Carroll County MD,2005,634
Cecil County MD,2005,504
Charles County MD,2005,726
Dorchester County MD  ,2005,154
Frederick County MD,2005,888
Garrett County MD  ,2005,125
Harford County MD,2005,1372
Howard County MD,2005,929
Kent County MD  ,2005,88
Montgomery County MD,2005,2577
Prince George's County MD,2005,6330
Queen Anne's County MD  ,2005,168
St. Mary's County MD,2005,334
Somerset County MD  ,2005,142
Talbot County MD  ,2005,129
Washington County MD,2005,865
Wicomico County MD,2005,623
Worcester County MD  ,2005,199
Baltimore City MD,2005,7086
Barnstable County MA,2005,841
Berkshire County MA,2005,625
Bristol County MA,2005,2992
Dukes County MA  ,2005,37
Essex County MA,2005,2839
Franklin County MA,2005,361
Hampden County MA,2005,3253
Hampshire County MA,2005,630
Middlesex County MA,2005,4351
Nantucket County MA  ,2005,16
Norfolk County MA,2005,1890
Plymouth County MA,2005,2016
Suffolk County MA,2005,2408
Worcester County MA,2005,4015
Alcona County MI  ,2005,62
Alger County MI  ,2005,37
Allegan County MI,2005,734
Alpena County MI  ,2005,139
Antrim County MI  ,2005,142
Arenac County MI  ,2005,145
Baraga County MI  ,2005,26
Barry County MI,2005,427
Bay County MI,2005,1071
Benzie County MI  ,2005,86
Berrien County MI,2005,1552
Branch County MI,2005,403
Calhoun County MI,2005,1161
Cass County MI,2005,446
Charlevoix County MI  ,2005,170
Cheboygan County MI  ,2005,177
Chippewa County MI  ,2005,141
Clare County MI  ,2005,252
Clinton County MI,2005,394
Crawford County MI  ,2005,123
Delta County MI  ,2005,182
Dickinson County MI  ,2005,127
Eaton County MI,2005,926
Emmet County MI  ,2005,194
Genesee County MI,2005,5533
Gladwin County MI  ,2005,206
Gogebic County MI  ,2005,83
Grand Traverse County MI,2005,560
Gratiot County MI  ,2005,274
Hillsdale County MI,2005,439
Houghton County MI  ,2005,138
Huron County MI  ,2005,183
Ingham County MI,2005,2345
Ionia County MI,2005,412
Iosco County MI  ,2005,199
Iron County MI  ,2005,59
Isabella County MI,2005,330
Jackson County MI,2005,1735
Kalamazoo County MI,2005,1903
Kalkaska County MI  ,2005,149
Kent County MI,2005,4010
Keweenaw County MI  ,2005,8
Lake County MI  ,2005,59
Lapeer County MI,2005,914
Leelanau County MI  ,2005,54
Lenawee County MI,2005,973
Livingston County MI,2005,1090
Luce County MI  ,2005,32
Mackinac County MI  ,2005,47
Macomb County MI,2005,7508
Manistee County MI  ,2005,136
Marquette County MI  ,2005,277
Mason County MI  ,2005,153
Mecosta County MI  ,2005,186
Menominee County MI  ,2005,114
Midland County MI,2005,534
Missaukee County MI  ,2005,79
Monroe County MI,2005,1245
Montcalm County MI,2005,441
Montmorency County MI  ,2005,59
Muskegon County MI,2005,1093
Newaygo County MI  ,2005,316
Oakland County MI,2005,9248
Oceana County MI  ,2005,121
Ogemaw County MI  ,2005,164
Ontonagon County MI  ,2005,33
Osceola County MI  ,2005,134
Oscoda County MI  ,2005,55
Otsego County MI  ,2005,214
Ottawa County MI,2005,1225
Presque Isle County MI  ,2005,65
Roscommon County MI  ,2005,200
Saginaw County MI,2005,2220
St. Clair County MI,2005,1550
St. Joseph County MI,2005,462
Sanilac County MI,2005,356
Schoolcraft County MI  ,2005,46
Shiawassee County MI,2005,721
Tuscola County MI,2005,516
Van Buren County MI,2005,661
Washtenaw County MI,2005,2103
Wayne County MI    ,2005,25007
Wexford County MI  ,2005,235
Aitkin County MN  ,2005,63
Anoka County MN,2005,1803
Becker County MN  ,2005,122
Beltrami County MN  ,2005,163
Benton County MN  ,2005,201
Big Stone County MN  ,2005,24
Blue Earth County MN  ,2005,221
Brown County MN  ,2005,79
Carlton County MN  ,2005,130
Carver County MN,2005,326
Cass County MN  ,2005,126
Chippewa County MN  ,2005,53
Chisago County MN  ,2005,239
Clay County MN  ,2005,260
Clearwater County MN  ,2005,41
Cook County MN  ,2005,11
Cottonwood County MN  ,2005,42
Crow Wing County MN,2005,320
Dakota County MN,2005,1900
Dodge County MN  ,2005,79
Douglas County MN  ,2005,154
Faribault County MN  ,2005,59
Fillmore County MN  ,2005,69
Freeborn County MN  ,2005,162
Goodhue County MN  ,2005,195
Grant County MN  ,2005,38
Hennepin County MN,2005,5899
Houston County MN  ,2005,42
Hubbard County MN  ,2005,72
Isanti County MN  ,2005,222
Itasca County MN  ,2005,208
Jackson County MN  ,2005,39
Kanabec County MN  ,2005,88
Kandiyohi County MN  ,2005,155
Kittson County MN  ,2005,11
Koochiching County MN  ,2005,70
Lac qui Parle County MN  ,2005,35
Lake County MN  ,2005,29
Lake of the Woods County MN  ,2005,12
Le Sueur County MN  ,2005,114
Lincoln County MN  ,2005,17
Lyon County MN  ,2005,80
McLeod County MN  ,2005,190
Mahnomen County MN  ,2005,18
Marshall County MN  ,2005,31
Martin County MN  ,2005,91
Meeker County MN  ,2005,100
Mille Lacs County MN  ,2005,148
Morrison County MN  ,2005,143
Mower County MN  ,2005,159
Murray County MN  ,2005,19
Nicollet County MN  ,2005,105
Nobles County MN  ,2005,71
Norman County MN  ,2005,26
Olmsted County MN,2005,477
Otter Tail County MN  ,2005,233
Pennington County MN  ,2005,69
Pine County MN  ,2005,126
Pipestone County MN  ,2005,34
Polk County MN  ,2005,120
Pope County MN  ,2005,41
Ramsey County MN,2005,2434
Red Lake County MN  ,2005,10
Redwood County MN  ,2005,61
Renville County MN  ,2005,69
Rice County MN  ,2005,266
Rock County MN  ,2005,35
Roseau County MN  ,2005,65
St. Louis County MN,2005,902
Scott County MN,2005,501
Sherburne County MN,2005,514
Sibley County MN  ,2005,54
Stearns County MN,2005,585
Steele County MN  ,2005,185
Stevens County MN  ,2005,32
Swift County MN  ,2005,46
Todd County MN  ,2005,107
Traverse County MN  ,2005,9
Wabasha County MN  ,2005,54
Wadena County MN  ,2005,69
Waseca County MN  ,2005,80
Washington County MN,2005,920
Watonwan County MN  ,2005,37
Wilkin County MN  ,2005,35
Winona County MN  ,2005,150
Wright County MN,2005,643
Yellow Medicine County MN  ,2005,33
Adams County MS  ,2005,336
Alcorn County MS,2005,346
Amite County MS  ,2005,82
Attala County MS  ,2005,97
Benton County MS  ,2005,77
Bolivar County MS  ,2005,253
Calhoun County MS  ,2005,103
Carroll County MS  ,2005,72
Chickasaw County MS  ,2005,144
Choctaw County MS  ,2005,37
Claiborne County MS  ,2005,107
Clarke County MS  ,2005,79
Clay County MS  ,2005,165
Coahoma County MS  ,2005,313
Copiah County MS  ,2005,234
Covington County MS  ,2005,116
DeSoto County MS,2005,1866
Forrest County MS,2005,488
Franklin County MS  ,2005,52
George County MS  ,2005,120
Greene County MS  ,2005,50
Grenada County MS  ,2005,223
Hancock County MS  ,2005,257
Harrison County MS,2005,1517
Hinds County MS,2005,2694
Holmes County MS  ,2005,126
Humphreys County MS  ,2005,68
Issaquena County MS  ,2005,11
Itawamba County MS  ,2005,235
Jackson County MS,2005,1006
Jasper County MS  ,2005,81
Jefferson County MS  ,2005,50
Jefferson Davis County MS  ,2005,76
Jones County MS  ,2005,289
Kemper County MS  ,2005,45
Lafayette County MS  ,2005,186
Lamar County MS  ,2005,230
Lauderdale County MS,2005,481
Lawrence County MS  ,2005,120
Leake County MS  ,2005,161
Lee County MS,2005,767
Leflore County MS  ,2005,208
Lincoln County MS  ,2005,259
Lowndes County MS,2005,461
Madison County MS,2005,564
Marion County MS  ,2005,178
Marshall County MS,2005,539
Monroe County MS  ,2005,334
Montgomery County MS  ,2005,86
Neshoba County MS  ,2005,171
Newton County MS  ,2005,96
Noxubee County MS  ,2005,66
Oktibbeha County MS  ,2005,213
Panola County MS  ,2005,359
Pearl River County MS,2005,361
Perry County MS  ,2005,60
Pike County MS  ,2005,399
Pontotoc County MS  ,2005,252
Prentiss County MS  ,2005,209
Quitman County MS  ,2005,87
Rankin County MS,2005,1210
Scott County MS  ,2005,185
Sharkey County MS  ,2005,28
Simpson County MS  ,2005,218
Smith County MS  ,2005,91
Stone County MS  ,2005,92
Sunflower County MS  ,2005,206
Tallahatchie County MS  ,2005,120
Tate County MS  ,2005,295
Tippah County MS  ,2005,166
Tishomingo County MS  ,2005,168
Tunica County MS  ,2005,136
Union County MS  ,2005,240
Walthall County MS  ,2005,95
Warren County MS,2005,440
Washington County MS,2005,553
Wayne County MS  ,2005,59
Webster County MS  ,2005,69
Wilkinson County MS  ,2005,73
Winston County MS  ,2005,122
Yalobusha County MS  ,2005,124
Yazoo County MS  ,2005,212
Adair County MO  ,2005,87
Andrew County MO  ,2005,114
Atchison County MO  ,2005,35
Audrain County MO  ,2005,87
Barry County MO  ,2005,210
Barton County MO  ,2005,78
Bates County MO  ,2005,133
Benton County MO  ,2005,148
Bollinger County MO  ,2005,101
Boone County MO,2005,1305
Buchanan County MO,2005,785
Butler County MO,2005,407
Caldwell County MO  ,2005,69
Callaway County MO,2005,419
Camden County MO  ,2005,279
Cape Girardeau County MO,2005,653
Carroll County MO  ,2005,57
Carter County MO  ,2005,49
Cass County MO,2005,811
Cedar County MO  ,2005,61
Chariton County MO  ,2005,10
Christian County MO,2005,547
Clark County MO  ,2005,44
Clay County MO,2005,2051
Clinton County MO  ,2005,152
Cole County MO,2005,464
Cooper County MO  ,2005,145
Crawford County MO  ,2005,140
Dade County MO  ,2005,45
Dallas County MO  ,2005,100
Daviess County MO  ,2005,40
DeKalb County MO  ,2005,66
Dent County MO  ,2005,84
Douglas County MO  ,2005,84
Dunklin County MO  ,2005,275
Franklin County MO,2005,847
Gasconade County MO  ,2005,75
Gentry County MO  ,2005,36
Greene County MO,2005,2123
Grundy County MO  ,2005,61
Harrison County MO  ,2005,48
Henry County MO  ,2005,196
Hickory County MO  ,2005,39
Holt County MO  ,2005,28
Howard County MO  ,2005,230
Howell County MO  ,2005,182
Iron County MO  ,2005,94
Jackson County MO,2005,7623
Jasper County MO,2005,1136
Jefferson County MO,2005,1999
Johnson County MO,2005,329
Knox County MO  ,2005,16
Laclede County MO  ,2005,246
Lafayette County MO  ,2005,243
Lawrence County MO  ,2005,268
Lewis County MO  ,2005,71
Lincoln County MO,2005,473
Linn County MO  ,2005,43
Livingston County MO  ,2005,99
McDonald County MO  ,2005,107
Macon County MO  ,2005,76
Madison County MO  ,2005,82
Maries County MO  ,2005,32
Marion County MO  ,2005,245
Mercer County MO  ,2005,23
Miller County MO  ,2005,172
Mississippi County MO  ,2005,145
Moniteau County MO  ,2005,79
Monroe County MO  ,2005,35
Montgomery County MO  ,2005,49
Morgan County MO  ,2005,148
New Madrid County MO  ,2005,220
Newton County MO,2005,409
Nodaway County MO  ,2005,71
Oregon County MO  ,2005,43
Osage County MO  ,2005,63
Ozark County MO  ,2005,36
Pemiscot County MO  ,2005,204
Perry County MO  ,2005,117
Pettis County MO,2005,356
Phelps County MO  ,2005,243
Pike County MO  ,2005,151
Platte County MO,2005,734
Polk County MO  ,2005,198
Pulaski County MO  ,2005,178
Putnam County MO  ,2005,11
Ralls County MO  ,2005,52
Randolph County MO  ,2005,13
Ray County MO  ,2005,229
Reynolds County MO  ,2005,25
Ripley County MO  ,2005,112
St. Charles County MO,2005,2410
St. Clair County MO  ,2005,71
Ste. Genevieve County MO  ,2005,116
St. Francois County MO,2005,577
St. Louis County MO,2005,10128
Saline County MO  ,2005,182
Schuyler County MO  ,2005,14
Scotland County MO  ,2005,15
Scott County MO,2005,465
Shannon County MO  ,2005,15
Shelby County MO  ,2005,31
Stoddard County MO,2005,300
Stone County MO  ,2005,211
Sullivan County MO  ,2005,19
Taney County MO,2005,431
Texas County MO  ,2005,82
Vernon County MO  ,2005,147
Warren County MO  ,2005,224
Washington County MO  ,2005,230
Wayne County MO  ,2005,136
Webster County MO  ,2005,248
Worth County MO  ,2005,11
Wright County MO  ,2005,106
St. Louis City MO,2005,4519
