year,county,Divorced; Estimate; Population 15 years and over
2009,"Antelope County, Nebraska",7.8
2009,"Arthur County, Nebraska",8.1
2009,"Banner County, Nebraska",2.3
2009,"Blaine County, Nebraska",4.4
2009,"Boone County, Nebraska",5.6
2009,"Box Butte County, Nebraska",6.7
2009,"Boyd County, Nebraska",7.4
2009,"Brown County, Nebraska",11.2
2009,"Buffalo County, Nebraska",8.1
2009,"Burt County, Nebraska",8.5
2009,"Butler County, Nebraska",9.6
2009,"Cass County, Nebraska",9.3
2009,"Cedar County, Nebraska",5.5
2009,"Chase County, Nebraska",6.5
2009,"Cherry County, Nebraska",9
2009,"Cheyenne County, Nebraska",10.3
2009,"Clay County, Nebraska",10.3
2009,"Colfax County, Nebraska",7.5
2009,"Cuming County, Nebraska",5.7
2009,"Custer County, Nebraska",8.3
2009,"Dakota County, Nebraska",9.1
2009,"Dawes County, Nebraska",10
2009,"Dawson County, Nebraska",9.4
2009,"Deuel County, Nebraska",8.5
2009,"Dixon County, Nebraska",6.1
2009,"Dodge County, Nebraska",11.4
2009,"Douglas County, Nebraska",11.1
2009,"Dundy County, Nebraska",7
2009,"Fillmore County, Nebraska",9.6
2009,"Franklin County, Nebraska",6.8
2009,"Frontier County, Nebraska",7.2
2009,"Furnas County, Nebraska",7.1
2009,"Gage County, Nebraska",10.2
2009,"Garden County, Nebraska",9.9
2009,"Garfield County, Nebraska",11.3
2009,"Gosper County, Nebraska",6.6
2009,"Grant County, Nebraska",12.1
2009,"Greeley County, Nebraska",6.2
2009,"Hall County, Nebraska",10.5
2009,"Hamilton County, Nebraska",9
2009,"Harlan County, Nebraska",9.8
2009,"Hayes County, Nebraska",3.6
2009,"Hitchcock County, Nebraska",13.4
2009,"Holt County, Nebraska",5.2
2009,"Hooker County, Nebraska",2.1
2009,"Howard County, Nebraska",7.3
2009,"Jefferson County, Nebraska",10.6
2009,"Johnson County, Nebraska",8.7
2009,"Kearney County, Nebraska",11
2009,"Keith County, Nebraska",10.1
2009,"Keya Paha County, Nebraska",3.3
2009,"Kimball County, Nebraska",8.4
2009,"Knox County, Nebraska",7.9
2009,"Lancaster County, Nebraska",9.7
2009,"Lincoln County, Nebraska",11.8
2009,"Logan County, Nebraska",5.4
2009,"Loup County, Nebraska",6.9
2009,"McPherson County, Nebraska",4.8
2009,"Madison County, Nebraska",8.6
2009,"Merrick County, Nebraska",9.1
2009,"Morrill County, Nebraska",7.9
2009,"Nance County, Nebraska",7.9
2009,"Nemaha County, Nebraska",10.7
2009,"Nuckolls County, Nebraska",9.3
2009,"Otoe County, Nebraska",9.7
2009,"Pawnee County, Nebraska",11.1
2009,"Perkins County, Nebraska",6.9
2009,"Phelps County, Nebraska",8.3
2009,"Pierce County, Nebraska",6
2009,"Platte County, Nebraska",8.7
2009,"Polk County, Nebraska",8.9
2009,"Red Willow County, Nebraska",8.6
2009,"Richardson County, Nebraska",12
2009,"Rock County, Nebraska",9.8
2009,"Saline County, Nebraska",10.3
2009,"Sarpy County, Nebraska",8.9
2009,"Saunders County, Nebraska",7
2009,"Scotts Bluff County, Nebraska",11.6
2009,"Seward County, Nebraska",5.4
2009,"Sheridan County, Nebraska",8.2
2009,"Sherman County, Nebraska",10.2
2009,"Sioux County, Nebraska",7
2009,"Stanton County, Nebraska",12
2009,"Thayer County, Nebraska",9.4
2009,"Thomas County, Nebraska",7.9
2009,"Thurston County, Nebraska",10
2009,"Valley County, Nebraska",6.5
2009,"Washington County, Nebraska",7.2
2009,"Wayne County, Nebraska",6.6
2009,"Webster County, Nebraska",8.4
2009,"Wheeler County, Nebraska",9.3
2009,"York County, Nebraska",8.3
2009,"Churchill County, Nevada",12.9
2009,"Clark County, Nevada",13.3
2009,"Douglas County, Nevada",12.8
2009,"Elko County, Nevada",12.2
2009,"Esmeralda County, Nevada",18.9
2009,"Eureka County, Nevada",10.8
2009,"Humboldt County, Nevada",11.5
2009,"Lander County, Nevada",8.1
2009,"Lincoln County, Nevada",11.5
2009,"Lyon County, Nevada",14.5
2009,"Mineral County, Nevada",11.4
2009,"Nye County, Nevada",17.8
2009,"Pershing County, Nevada",18.3
2009,"Storey County, Nevada",14.8
2009,"Washoe County, Nevada",13.6
2009,"White Pine County, Nevada",19.6
2009,"Carson City, Nevada",15.8
2009,"Belknap County, New Hampshire",12.9
2009,"Carroll County, New Hampshire",12.7
2009,"Cheshire County, New Hampshire",11.9
2009,"Coos County, New Hampshire",11.4
2009,"Grafton County, New Hampshire",10.7
2009,"Hillsborough County, New Hampshire",11.6
2009,"Merrimack County, New Hampshire",11.5
2009,"Rockingham County, New Hampshire",10.7
2009,"Strafford County, New Hampshire",10
2009,"Sullivan County, New Hampshire",11.6
2009,"Atlantic County, New Jersey",9.9
2009,"Bergen County, New Jersey",7.3
2009,"Burlington County, New Jersey",8.5
2009,"Camden County, New Jersey",8.8
2009,"Cape May County, New Jersey",9.5
2009,"Cumberland County, New Jersey",9.5
2009,"Essex County, New Jersey",8.4
2009,"Gloucester County, New Jersey",8.4
2009,"Hudson County, New Jersey",8.8
2009,"Hunterdon County, New Jersey",7.5
2009,"Mercer County, New Jersey",7.7
2009,"Middlesex County, New Jersey",7.4
2009,"Monmouth County, New Jersey",8.1
2009,"Morris County, New Jersey",7.3
2009,"Ocean County, New Jersey",9
2009,"Passaic County, New Jersey",7.2
2009,"Salem County, New Jersey",9.7
2009,"Somerset County, New Jersey",7.5
2009,"Sussex County, New Jersey",8.3
2009,"Union County, New Jersey",7.6
2009,"Warren County, New Jersey",10
2009,"Bernalillo County, New Mexico",13
2009,"Catron County, New Mexico",13.5
2009,"Chaves County, New Mexico",12.5
2009,"Cibola County, New Mexico",12
2009,"Colfax County, New Mexico",16.5
2009,"Curry County, New Mexico",11.1
2009,"De Baca County, New Mexico",12.7
2009,"Doña Ana County, New Mexico",9.4
2009,"Eddy County, New Mexico",12.2
2009,"Grant County, New Mexico",12.1
2009,"Guadalupe County, New Mexico",11.7
2009,"Harding County, New Mexico",12.2
2009,"Hidalgo County, New Mexico",14.4
2009,"Lea County, New Mexico",9.6
2009,"Lincoln County, New Mexico",16.1
2009,"Los Alamos County, New Mexico",11
2009,"Luna County, New Mexico",13.2
2009,"McKinley County, New Mexico",7
2009,"Mora County, New Mexico",8.9
2009,"Otero County, New Mexico",11.3
2009,"Quay County, New Mexico",14.6
2009,"Rio Arriba County, New Mexico",9.9
2009,"Roosevelt County, New Mexico",8.9
2009,"Sandoval County, New Mexico",10.8
2009,"San Juan County, New Mexico",8.5
2009,"San Miguel County, New Mexico",11.9
2009,"Santa Fe County, New Mexico",16
2009,"Sierra County, New Mexico",17.5
2009,"Socorro County, New Mexico",9
2009,"Taos County, New Mexico",18.2
2009,"Torrance County, New Mexico",14.2
2009,"Union County, New Mexico",15.6
2009,"Valencia County, New Mexico",13.6
2009,"Albany County, New York",8.3
2009,"Allegany County, New York",9
2009,"Bronx County, New York",9
2009,"Broome County, New York",10.2
2009,"Cattaraugus County, New York",11.2
2009,"Cayuga County, New York",9.6
2009,"Chautauqua County, New York",10.7
2009,"Chemung County, New York",11.1
2009,"Chenango County, New York",9.9
2009,"Clinton County, New York",9.8
2009,"Columbia County, New York",10
2009,"Cortland County, New York",7.6
2009,"Delaware County, New York",9.9
2009,"Dutchess County, New York",8.9
2009,"Erie County, New York",9.7
2009,"Essex County, New York",9.9
2009,"Franklin County, New York",8.7
2009,"Fulton County, New York",10.4
2009,"Genesee County, New York",10.5
2009,"Greene County, New York",9.7
2009,"Hamilton County, New York",8.4
2009,"Herkimer County, New York",10
2009,"Jefferson County, New York",8.9
2009,"Kings County, New York",7.2
2009,"Lewis County, New York",8.7
2009,"Livingston County, New York",8.7
2009,"Madison County, New York",10.3
2009,"Monroe County, New York",9.4
2009,"Montgomery County, New York",11.5
2009,"Nassau County, New York",6.4
2009,"New York County, New York",9
2009,"Niagara County, New York",10.3
2009,"Oneida County, New York",9.8
2009,"Onondaga County, New York",10
2009,"Ontario County, New York",10.3
2009,"Orange County, New York",8.3
2009,"Orleans County, New York",10.6
2009,"Oswego County, New York",9.8
2009,"Otsego County, New York",8.2
2009,"Putnam County, New York",6.9
2009,"Queens County, New York",7.9
2009,"Rensselaer County, New York",9.8
2009,"Richmond County, New York",6.7
2009,"Rockland County, New York",6.8
2009,"St. Lawrence County, New York",8.8
2009,"Saratoga County, New York",9.6
2009,"Schenectady County, New York",10
2009,"Schoharie County, New York",9.2
2009,"Schuyler County, New York",8.8
2009,"Seneca County, New York",11.4
2009,"Steuben County, New York",11.1
2009,"Suffolk County, New York",7.8
2009,"Sullivan County, New York",10.1
2009,"Tioga County, New York",9.9
2009,"Tompkins County, New York",6.8
2009,"Ulster County, New York",9.4
2009,"Warren County, New York",11.4
2009,"Washington County, New York",9.8
2009,"Wayne County, New York",10.7
2009,"Westchester County, New York",7.6
2009,"Wyoming County, New York",9.5
2009,"Yates County, New York",9
2009,"Alamance County, North Carolina",10.7
2009,"Alexander County, North Carolina",11.8
2009,"Alleghany County, North Carolina",10.9
2009,"Anson County, North Carolina",9.3
2009,"Ashe County, North Carolina",8.6
2009,"Avery County, North Carolina",10.4
2009,"Beaufort County, North Carolina",9.1
2009,"Bertie County, North Carolina",11.8
2009,"Bladen County, North Carolina",10.2
2009,"Brunswick County, North Carolina",10.1
2009,"Buncombe County, North Carolina",12.4
2009,"Burke County, North Carolina",11.7
2009,"Cabarrus County, North Carolina",9.4
2009,"Caldwell County, North Carolina",11.7
2009,"Camden County, North Carolina",11.8
2009,"Carteret County, North Carolina",11
2009,"Caswell County, North Carolina",11.3
2009,"Catawba County, North Carolina",12.4
2009,"Chatham County, North Carolina",9.3
2009,"Cherokee County, North Carolina",9.6
2009,"Chowan County, North Carolina",10.4
2009,"Clay County, North Carolina",12.1
2009,"Cleveland County, North Carolina",9.9
2009,"Columbus County, North Carolina",9.4
2009,"Craven County, North Carolina",8.2
2009,"Cumberland County, North Carolina",10.7
2009,"Currituck County, North Carolina",8.9
2009,"Dare County, North Carolina",13.5
2009,"Davidson County, North Carolina",10.8
2009,"Davie County, North Carolina",8.3
2009,"Duplin County, North Carolina",9.7
2009,"Durham County, North Carolina",9.7
2009,"Edgecombe County, North Carolina",10
2009,"Forsyth County, North Carolina",10.6
2009,"Franklin County, North Carolina",8.4
2009,"Gaston County, North Carolina",11.3
2009,"Gates County, North Carolina",8.1
2009,"Graham County, North Carolina",13.2
2009,"Granville County, North Carolina",11.3
2009,"Greene County, North Carolina",9.5
2009,"Guilford County, North Carolina",10.4
2009,"Halifax County, North Carolina",9.7
2009,"Harnett County, North Carolina",10.7
2009,"Haywood County, North Carolina",11.4
2009,"Henderson County, North Carolina",10.5
2009,"Hertford County, North Carolina",9.5
2009,"Hoke County, North Carolina",9.1
2009,"Hyde County, North Carolina",13
2009,"Iredell County, North Carolina",9.3
2009,"Jackson County, North Carolina",10.7
2009,"Johnston County, North Carolina",10.4
2009,"Jones County, North Carolina",12.3
2009,"Lee County, North Carolina",10.7
2009,"Lenoir County, North Carolina",9.7
2009,"Lincoln County, North Carolina",9.7
2009,"McDowell County, North Carolina",12.1
2009,"Macon County, North Carolina",11.3
2009,"Madison County, North Carolina",9.6
2009,"Martin County, North Carolina",8
2009,"Mecklenburg County, North Carolina",9.4
2009,"Mitchell County, North Carolina",10.3
2009,"Montgomery County, North Carolina",9.5
2009,"Moore County, North Carolina",10.6
2009,"Nash County, North Carolina",9.5
2009,"New Hanover County, North Carolina",10.4
2009,"Northampton County, North Carolina",12.6
2009,"Onslow County, North Carolina",7.9
2009,"Orange County, North Carolina",7.2
2009,"Pamlico County, North Carolina",9.8
2009,"Pasquotank County, North Carolina",10
2009,"Pender County, North Carolina",11.7
2009,"Perquimans County, North Carolina",8.3
2009,"Person County, North Carolina",13.1
2009,"Pitt County, North Carolina",8.7
2009,"Polk County, North Carolina",12.9
2009,"Randolph County, North Carolina",10.4
2009,"Richmond County, North Carolina",11.4
2009,"Robeson County, North Carolina",9
2009,"Rockingham County, North Carolina",11.4
2009,"Rowan County, North Carolina",9.5
2009,"Rutherford County, North Carolina",12.1
2009,"Sampson County, North Carolina",9.4
2009,"Scotland County, North Carolina",10.4
2009,"Stanly County, North Carolina",9.6
2009,"Stokes County, North Carolina",9.6
2009,"Surry County, North Carolina",9.7
2009,"Swain County, North Carolina",14.9
2009,"Transylvania County, North Carolina",10.6
2009,"Tyrrell County, North Carolina",12.2
2009,"Union County, North Carolina",7.6
2009,"Vance County, North Carolina",9.3
2009,"Wake County, North Carolina",8.8
2009,"Warren County, North Carolina",7.9
2009,"Washington County, North Carolina",8.7
2009,"Watauga County, North Carolina",7.3
2009,"Wayne County, North Carolina",9.5
2009,"Wilkes County, North Carolina",9.8
2009,"Wilson County, North Carolina",10.4
2009,"Yadkin County, North Carolina",10.1
2009,"Yancey County, North Carolina",9.1
2009,"Adams County, North Dakota",5.4
2009,"Barnes County, North Dakota",9.2
2009,"Benson County, North Dakota",9
2009,"Billings County, North Dakota",7.2
2009,"Bottineau County, North Dakota",7.2
2009,"Bowman County, North Dakota",5.4
2009,"Burke County, North Dakota",9.3
2009,"Burleigh County, North Dakota",9
2009,"Cass County, North Dakota",8
2009,"Cavalier County, North Dakota",4.3
2009,"Dickey County, North Dakota",7.9
2009,"Divide County, North Dakota",9.6
2009,"Dunn County, North Dakota",7.2
2009,"Eddy County, North Dakota",7.1
2009,"Emmons County, North Dakota",7.2
2009,"Foster County, North Dakota",7
2009,"Golden Valley County, North Dakota",10.4
2009,"Grand Forks County, North Dakota",7.5
2009,"Grant County, North Dakota",2.6
2009,"Griggs County, North Dakota",8.6
2009,"Hettinger County, North Dakota",6.8
2009,"Kidder County, North Dakota",7.9
2009,"LaMoure County, North Dakota",5
2009,"Logan County, North Dakota",4.2
2009,"McHenry County, North Dakota",11.3
2009,"McIntosh County, North Dakota",7
2009,"McKenzie County, North Dakota",11.1
2009,"McLean County, North Dakota",6.8
2009,"Mercer County, North Dakota",6.2
2009,"Morton County, North Dakota",8.8
2009,"Mountrail County, North Dakota",7.6
2009,"Nelson County, North Dakota",8.4
2009,"Oliver County, North Dakota",7.2
2009,"Pembina County, North Dakota",7.6
2009,"Pierce County, North Dakota",5.3
2009,"Ramsey County, North Dakota",7.2
2009,"Ransom County, North Dakota",8.5
2009,"Renville County, North Dakota",7.3
2009,"Richland County, North Dakota",6.2
2009,"Rolette County, North Dakota",7.9
2009,"Sargent County, North Dakota",10.5
2009,"Sheridan County, North Dakota",7.8
2009,"Sioux County, North Dakota",13.6
2009,"Slope County, North Dakota",10.7
2009,"Stark County, North Dakota",7.8
2009,"Steele County, North Dakota",6.8
2009,"Stutsman County, North Dakota",9.9
2009,"Towner County, North Dakota",8.2
2009,"Traill County, North Dakota",6.5
2009,"Walsh County, North Dakota",7.5
2009,"Ward County, North Dakota",7.8
2009,"Wells County, North Dakota",9.3
2009,"Williams County, North Dakota",9.6
2009,"Adams County, Ohio",12.6
2009,"Allen County, Ohio",11.9
2009,"Ashland County, Ohio",9.8
2009,"Ashtabula County, Ohio",13.1
2009,"Athens County, Ohio",8.1
2009,"Auglaize County, Ohio",9.4
2009,"Belmont County, Ohio",11.7
2009,"Brown County, Ohio",12.4
2009,"Butler County, Ohio",11.5
2009,"Carroll County, Ohio",11.7
2009,"Champaign County, Ohio",11.5
2009,"Clark County, Ohio",12.9
2009,"Clermont County, Ohio",11.5
2009,"Clinton County, Ohio",12.7
2009,"Columbiana County, Ohio",11.5
2009,"Coshocton County, Ohio",12.5
2009,"Crawford County, Ohio",12.3
2009,"Cuyahoga County, Ohio",11.9
2009,"Darke County, Ohio",9.6
2009,"Defiance County, Ohio",10.2
2009,"Delaware County, Ohio",8
2009,"Erie County, Ohio",11.4
2009,"Fairfield County, Ohio",10.7
2009,"Fayette County, Ohio",13.7
2009,"Franklin County, Ohio",11.8
2009,"Fulton County, Ohio",9.9
2009,"Gallia County, Ohio",11.2
2009,"Geauga County, Ohio",8.8
2009,"Greene County, Ohio",9.1
2009,"Guernsey County, Ohio",12
2009,"Hamilton County, Ohio",10.9
2009,"Hancock County, Ohio",9.6
2009,"Hardin County, Ohio",11.3
2009,"Harrison County, Ohio",11.3
2009,"Henry County, Ohio",9.3
2009,"Highland County, Ohio",11.5
2009,"Hocking County, Ohio",13.8
2009,"Holmes County, Ohio",7.4
2009,"Huron County, Ohio",9.9
2009,"Jackson County, Ohio",12
2009,"Jefferson County, Ohio",11.2
2009,"Knox County, Ohio",10.6
2009,"Lake County, Ohio",11.6
2009,"Lawrence County, Ohio",13.7
2009,"Licking County, Ohio",11.7
2009,"Logan County, Ohio",12.6
2009,"Lorain County, Ohio",11.4
2009,"Lucas County, Ohio",13.4
2009,"Madison County, Ohio",13.8
2009,"Mahoning County, Ohio",11.8
2009,"Marion County, Ohio",14.1
2009,"Medina County, Ohio",9.2
2009,"Meigs County, Ohio",11.2
2009,"Mercer County, Ohio",8.2
2009,"Miami County, Ohio",11.9
2009,"Monroe County, Ohio",8.6
2009,"Montgomery County, Ohio",13.5
2009,"Morgan County, Ohio",13
2009,"Morrow County, Ohio",11.3
2009,"Muskingum County, Ohio",14.1
2009,"Noble County, Ohio",9.2
2009,"Ottawa County, Ohio",12.9
2009,"Paulding County, Ohio",10
2009,"Perry County, Ohio",11.1
2009,"Pickaway County, Ohio",13.3
2009,"Pike County, Ohio",13.7
2009,"Portage County, Ohio",9.7
2009,"Preble County, Ohio",11.7
2009,"Putnam County, Ohio",7.1
2009,"Richland County, Ohio",11.6
2009,"Ross County, Ohio",14.4
2009,"Sandusky County, Ohio",11.5
2009,"Scioto County, Ohio",12.4
2009,"Seneca County, Ohio",10.3
2009,"Shelby County, Ohio",10.8
2009,"Stark County, Ohio",12.4
2009,"Summit County, Ohio",11.6
2009,"Trumbull County, Ohio",13.7
2009,"Tuscarawas County, Ohio",12
2009,"Union County, Ohio",10.9
2009,"Van Wert County, Ohio",9.5
2009,"Vinton County, Ohio",14.2
2009,"Warren County, Ohio",10.5
2009,"Washington County, Ohio",12.2
2009,"Wayne County, Ohio",9.3
2009,"Williams County, Ohio",11.7
2009,"Wood County, Ohio",7.9
2009,"Wyandot County, Ohio",10.4
2009,"Adair County, Oklahoma",11
2009,"Alfalfa County, Oklahoma",12.8
2009,"Atoka County, Oklahoma",16.2
2009,"Beaver County, Oklahoma",11.4
2009,"Beckham County, Oklahoma",15.6
2009,"Blaine County, Oklahoma",13.2
2009,"Bryan County, Oklahoma",13.8
2009,"Caddo County, Oklahoma",12.7
2009,"Canadian County, Oklahoma",11.2
2009,"Carter County, Oklahoma",13.6
2009,"Cherokee County, Oklahoma",10.3
2009,"Choctaw County, Oklahoma",13
2009,"Cimarron County, Oklahoma",7.5
2009,"Cleveland County, Oklahoma",10.9
2009,"Coal County, Oklahoma",14.7
2009,"Comanche County, Oklahoma",12.7
2009,"Cotton County, Oklahoma",13
2009,"Craig County, Oklahoma",13.2
2009,"Creek County, Oklahoma",12.1
2009,"Custer County, Oklahoma",8.5
2009,"Delaware County, Oklahoma",12.7
2009,"Dewey County, Oklahoma",8.6
2009,"Ellis County, Oklahoma",10.1
2009,"Garfield County, Oklahoma",13.2
2009,"Garvin County, Oklahoma",12.2
